,UK_B,US_B,JP_B,GE_B,JPY_FX,CNY_FX,EUR_FX,GBP_FX,GOLDS_C,EPRA_X,MXWD_X,NKY_X,SHCOMP_X,SPX_X,SX5E_X,UKX_X,BTC,DASH,ETH,LTC,XRP
2015-09-21,113.76786,110.4731,104.48814,113.81714,120.56,6.3694,1.119,1.5507,1133.44,2171.51,392.99,17702.754,3156.54,1966.97,3184.72,6108.71,227.49998,2.3186958,0.8915,2.836605,0.00627
2015-09-22,114.88456,111.12073,104.48908,114.84488,120.15,6.3761,1.112,1.5365,1124.76,2137.16,386.51,17458.072,3185.619,1942.74,3076.05,5935.84,226.51636,2.3683574,0.87502044,2.8366053,0.00627
2015-09-23,114.65965,110.96886,104.490036,114.7465,120.28,6.3839,1.1186,1.5245,1130.3,2152.78,384.85,17394.865,3115.888,1938.76,3079.99,6032.24,228.0,2.3815756,0.9,2.8361015,0.00570001
2015-09-24,115.34684,111.24308,104.52175,114.98192,120.07,6.3823,1.123,1.5242,1153.95,2135.35,382.54,17571.83,3142.687,1932.24,3019.34,5961.49,232.6,2.3815756,0.845,2.8498113,0.00675
2015-09-25,114.20865,110.85321,104.574005,114.272514,120.59,6.3745,1.1195,1.518,1146.2,2186.73,384.3,17880.51,3092.347,1931.34,3113.16,6109.01,232.45,2.3815756,0.8,2.8997366,0.00675
2015-09-28,114.7768,111.63346,104.318565,114.69488,119.92,6.3689,1.1244,1.5174,1131.95,2152.48,376.4,17645.11,3100.756,1881.77,3039.44,5958.86,243.2,2.3800206,0.6098999,2.7613354,0.00570002
2015-09-29,115.12836,112.07036,104.462875,114.90788,119.74,6.3638,1.1249,1.5151,1127.43,2141.01,374.06,16930.84,3038.137,1884.09,3029.86,5909.24,242.0,2.4154835,0.65298,3.2492285,0.00550823
2015-09-30,115.0707,112.04666,104.32043,114.93188,119.88,6.356,1.1177,1.5128,1115.09,2172.82,381.65,17388.15,3052.782,1920.03,3100.67,6061.61,233.5,2.4472742,0.735,3.047505,0.00550823
2015-10-01,115.20235,112.14354,104.515976,115.35784,119.93,6.3571,1.1195,1.5131,1113.61,2147.47,383.23,17722.42,3076.5642,1923.82,3069.05,6072.47,242.7,2.282971,0.675,2.951447,0.00550823
2015-10-02,115.873146,112.72486,104.61956,115.898735,119.91,6.357182,1.1216,1.5185,1138.6,2159.98,387.71,17725.13,3092.6252,1951.36,3088.18,6129.98,240.0,2.25,0.71,2.9256682,0.00550823
2015-10-05,114.8951,112.00383,104.6513,115.23633,120.46,6.3561,1.1188,1.5146,1135.75,2216.15,395.12,18005.49,3100.9653,1987.05,3190.39,6298.92,238.08788,2.324346,0.6429387,3.0691967,0.00550823
2015-10-06,114.795815,112.26153,104.55974,114.90288,120.23,6.355765,1.1272,1.5227,1147.24,2213.95,396.23,18186.1,3108.6619,1979.92,3220.09,6326.16,242.25,2.3218553,0.6429387,3.0895755,0.00524608
2015-10-07,114.404274,111.92604,104.50935,114.75991,120.01,6.355739,1.1237,1.5319,1145.54,2193.12,399.98,18322.98,3122.7925,1995.83,3226.4,6336.35,243.0,2.4514213,0.6999767,3.0895755,0.0050383
2015-10-08,114.681015,111.59225,104.500046,115.01765,119.93,6.3534,1.1276,1.5348,1139.01,2198.47,402.07,18141.17,3143.357,2013.43,3224.96,6374.82,246.9,2.3529196,0.6285757,3.1530187,0.0050383
2015-10-09,114.186066,111.58884,104.552284,114.67413,120.27,6.3452,1.1358,1.5322,1156.53,2195.69,404.81,18438.67,3183.152,2014.89,3250.31,6416.16,242.002,2.423957,0.67,3.1490476,0.00506376
2015-10-12,114.47246,111.59541,104.55322,115.042946,120.04,6.3235,1.1358,1.5348,1163.85,2197.91,405.21,18489.166,3287.662,2017.46,3247.33,6371.18,244.6001,2.2577329,0.6000512,3.1490345,0.00504065
2015-10-13,114.33226,112.21253,104.59522,114.799446,119.75,6.341,1.1379,1.5248,1168.84,2190.62,401.8,18234.74,3293.23,2003.69,3221.28,6342.28,248.37944,2.3955894,0.60002327,3.179023,0.0055
2015-10-14,115.204956,112.86514,104.68862,115.38113,118.83,6.3482,1.1474,1.5477,1184.13,2184.66,399.82,17891.0,3262.441,1994.24,3191.57,6269.61,252.96,2.303394,0.49529994,3.1029558,0.0055
2015-10-15,115.000084,112.45589,104.58672,115.27069,118.9,6.3463,1.1386,1.5459,1183.1,2200.42,405.49,18096.9,3338.073,2023.86,3238.81,6338.67,255.0,2.2546158,0.6,3.1140065,0.00517047
2015-10-16,114.87969,112.33107,104.587654,115.42912,119.44,6.3538,1.1348,1.5438,1177.3,2203.07,407.21,18291.8,3391.352,2033.11,3264.93,6378.04,266.081,2.4193494,0.521,3.187999,0.00520333
2015-10-19,114.57131,112.28708,104.526985,115.20663,119.5,6.3604,1.1327,1.5465,1170.79,2228.25,406.51,18131.23,3386.7,2033.66,3272.04,6352.33,263.0,2.4514143,0.4711,3.1109998,0.00520071
2015-10-20,114.24352,111.84121,104.63058,114.528404,119.84,6.3485,1.1346,1.5444,1176.05,2230.54,405.86,18207.15,3425.33,2030.77,3255.72,6345.13,273.5,2.4512637,0.45110023,3.0002885,0.00449618
2015-10-21,114.822174,112.29924,104.580124,115.108,119.93,6.3491,1.1339,1.5417,1167.18,2238.95,404.6,18554.28,3320.676,2018.94,3272.23,6348.42,266.3,2.4512637,0.4296914,3.1399984,0.00478706
2015-10-22,114.85912,112.36612,104.68379,115.81561,120.69,6.3581,1.1109,1.5394,1166.05,2294.8,408.14,18435.87,3368.739,2052.51,3353.11,6376.28,276.147,2.451239,0.6232625,3.0566409,0.00458834
2015-10-23,114.29012,111.63911,104.73612,115.805824,121.47,6.3506,1.1018,1.5314,1164.45,2323.31,412.39,18825.3,3412.434,2075.15,3425.81,6444.08,283.29428,2.451239,0.6449985,3.0257258,0.00458834
2015-10-26,114.56641,111.98564,104.62387,115.93138,121.1,6.3521,1.1058,1.5352,1163.04,2324.82,411.99,18947.12,3429.581,2071.18,3414.6,6417.02,284.7,2.15,0.7297457,3.069323,0.00443367
2015-10-27,115.168434,112.26331,104.73787,116.5671,120.46,6.3525,1.1051,1.53,1166.88,2319.14,409.86,18777.04,3434.336,2065.89,3381.01,6365.27,297.5,2.008553,0.8,3.0190208,0.00472672
2015-10-28,114.81688,111.62743,104.83142,116.51145,121.09,6.3585,1.0923,1.5263,1156.1,2340.17,413.64,18903.02,3375.196,2090.35,3421.09,6437.8,304.88992,2.2811284,0.8799983,3.0,0.00480527
2015-10-29,113.48081,110.86859,104.83228,115.48229,121.13,6.3566,1.0977,1.531,1145.96,2345.32,411.35,18935.71,3387.315,2089.41,3413.39,6395.8,307.72842,2.3,1.2,3.7,0.004576
2015-10-30,113.394226,111.13241,104.77133,115.43897,120.62,6.3174,1.1006,1.5428,1142.11,2341.0,411.25,19083.1,3382.561,2079.36,3418.23,6361.09,322.9,2.65,1.0153909,3.8537612,0.00446895
2015-11-02,113.236,110.7534,104.6693,115.160515,120.76,6.3374,1.1016,1.5417,1133.84,2343.32,413.4,18683.24,3325.085,2104.05,3434.5,6361.8,369.02957,2.6468,0.9717487,4.28,0.00490057
2015-11-03,113.067955,110.40603,104.670204,115.05048,121.07,6.3363,1.0964,1.5421,1117.79,2318.49,414.38,18675.273,3316.695,2109.79,3442.68,6383.61,399.0,2.1221883,1.0004601,4.4017167,0.00515004
2015-11-04,112.798386,110.3051,104.60944,114.7736,121.57,6.3366,1.0866,1.5386,1107.9,2309.27,413.95,18926.91,3459.64,2102.31,3439.16,6412.88,391.9,2.687883,0.97,4.359194,0.00458174
2015-11-05,112.96748,110.19457,104.620636,114.68647,121.75,6.3461,1.0884,1.5208,1103.92,2310.97,413.09,19116.41,3522.819,2099.93,3447.49,6364.9,387.1,2.6,0.91396314,3.8240063,0.00443895
2015-11-06,112.28193,109.35457,104.55994,113.77086,123.13,6.3535,1.0741,1.5053,1089.8,2296.28,411.16,19265.6,3590.032,2099.2,3468.21,6353.83,381.375,2.61,0.89413863,3.4054666,0.00441538
2015-11-09,111.9551,109.12051,104.39678,113.80579,123.18,6.3625,1.0752,1.5115,1092.31,2249.59,407.96,19642.74,3646.881,2078.58,3418.36,6295.16,380.0,2.4528334,1.0100106,3.4402616,0.00447064
2015-11-10,112.364685,109.33978,104.602776,114.34676,123.15,6.3621,1.0724,1.5119,1089.67,2246.52,407.24,19671.26,3640.485,2081.72,3425.4,6275.28,327.7,2.3373153,0.9143082,3.1263654,0.00442412
2015-11-11,112.32028,109.346954,104.55236,114.603134,122.86,6.3667,1.0743,1.5213,1086.26,2263.21,407.54,19691.39,3650.249,2075.0,3448.42,6297.2,312.0,2.2,0.74246025,2.944486,0.00404381
2015-11-12,112.56947,109.46043,104.645706,114.56059,122.61,6.369,1.0814,1.5233,1085.2,2234.7,403.12,19697.77,3632.902,2045.97,3387.7,6178.68,335.27155,2.579869,0.8871272,3.1029763,0.00435992
2015-11-13,112.94159,109.87474,104.69802,115.08466,122.61,6.3737,1.0773,1.5237,1083.91,2224.11,398.78,19596.91,3580.839,2023.04,3360.65,6118.28,337.53326,2.31655,0.88999,3.2,0.00433956
2015-11-16,113.182495,109.95966,104.69892,115.37698,123.18,6.3701,1.0686,1.5203,1082.76,2242.43,401.28,19393.69,3606.958,2053.19,3362.23,6146.38,332.0,2.360762,0.9322729,3.1528409,0.00431131
2015-11-17,112.85134,109.97643,104.75126,115.423416,123.45,6.3782,1.0642,1.5213,1070.3,2292.64,403.67,19630.63,3604.795,2050.44,3451.94,6268.76,338.5,2.3656473,1.02,3.1116471,0.00421186
2015-11-18,113.28615,109.91527,104.75215,115.68325,123.64,6.3847,1.066,1.5237,1070.72,2285.09,406.98,19649.18,3568.468,2083.58,3431.92,6278.97,338.0,2.3919504,1.0079626,3.1116471,0.0043047
2015-11-19,113.82637,110.21482,104.75304,116.07938,122.87,6.3828,1.0734,1.5291,1082.21,2306.14,409.61,19859.81,3617.062,2081.24,3448.93,6329.93,333.0,2.3919504,0.97878367,3.122,0.0043047
2015-11-20,113.98717,110.02644,104.58937,116.14869,122.81,6.3846,1.0646,1.5191,1078.01,2324.26,410.4,19879.81,3630.5,2089.17,3452.45,6334.63,322.0,2.3919504,0.925071,3.0916374,0.0043047
2015-11-23,113.85854,110.1603,104.5903,115.46164,122.84,6.3894,1.0636,1.5124,1069.18,2294.69,409.08,19919.19,3610.314,2086.59,3445.26,6305.49,329.0,2.1439621,0.9663914,3.2211392,0.00433001
2015-11-24,114.07112,110.31393,104.53991,115.83412,122.53,6.3889,1.0643,1.5084,1075.64,2251.96,408.6,19924.89,3616.113,2089.14,3409.6,6277.23,321.0,2.0929353,0.9338185,3.2211392,0.00433001
2015-11-25,113.86996,110.36984,104.70516,116.140495,122.74,6.3893,1.0624,1.5129,1071.12,2293.11,408.97,19847.58,3647.93,2088.87,3462.06,6337.64,326.99,2.05,0.86507,3.2793803,0.00419201
2015-11-26,114.258644,110.37678,104.747215,116.13057,122.57,6.3895,1.061,1.5102,1072.33,2297.94,410.37,19944.41,3635.552,2092.3406,3498.62,6393.13,354.0,2.237492,0.89478606,3.489618,0.004192
2015-11-27,114.586754,110.47194,104.68637,116.42673,122.8,6.3944,1.0593,1.5036,1057.45,2306.73,409.05,19883.94,3436.303,2090.11,3488.99,6375.15,360.0,2.2999995,0.87,3.444573,0.00422001
2015-11-30,114.39443,110.55737,104.676994,116.08765,123.11,6.3984,1.0565,1.5056,1064.77,2308.37,407.2,19747.47,3445.405,2080.41,3506.45,6356.09,378.0,2.2,0.9,3.6996684,0.004192
2015-12-01,114.984276,111.21468,104.69847,116.202255,122.87,6.3988,1.0633,1.5082,1069.3,2328.35,411.15,20012.4,3456.309,2102.63,3479.64,6395.65,358.0,2.0,0.870032,3.38,0.00417573
2015-12-02,115.17873,110.89482,104.69937,116.12436,123.24,6.3987,1.0615,1.4951,1053.7,2309.04,407.96,19938.13,3536.905,2079.51,3468.66,6420.93,356.0,2.1913223,0.84000003,3.304575,0.00405
2015-12-03,114.10708,109.539444,104.741425,114.43053,122.61,6.398,1.094,1.5144,1062.11,2235.62,403.93,19939.9,3584.824,2049.62,3343.34,6275.0,367.0,2.5,0.82,3.4546857,0.00433
2015-12-04,113.246254,109.98319,104.618904,113.606026,123.11,6.4027,1.0881,1.5112,1086.44,2229.3,407.18,19504.48,3524.992,2091.69,3330.75,6238.29,365.51,2.2000031,0.8414963,3.4433923,0.0046525
2015-12-07,114.29165,110.4198,104.61983,114.475975,123.37,6.4082,1.0837,1.5055,1071.34,2255.85,405.19,19698.15,3536.927,2077.07,3360.21,6223.52,394.2,2.47,0.80605376,3.5129216,0.00548429
2015-12-08,114.44289,110.52481,104.76467,114.810455,122.93,6.4179,1.0892,1.5008,1074.95,2229.6,401.14,19492.6,3470.07,2063.59,3297.46,6135.22,398.0,2.27481,0.796001,3.6007445,0.0078
2015-12-09,113.78467,110.64959,104.82734,114.43482,121.44,6.4277,1.1025,1.5181,1072.78,2216.92,399.76,19301.07,3472.439,2047.62,3277.21,6126.68,413.0,2.7,0.8,3.5945418,0.00851272
2015-12-10,114.10041,110.46002,104.82822,114.80243,121.56,6.4386,1.0941,1.516,1071.58,2208.32,399.35,19046.55,3455.495,2052.23,3269.97,6088.05,417.0,2.55,0.8406172,3.7508647,0.00800787
2015-12-11,114.69832,111.4327,104.77758,115.294586,121.01,6.4552,1.0986,1.5213,1074.77,2173.69,392.95,19230.48,3434.582,2012.37,3203.21,5952.78,448.0,2.65,0.899,3.813,0.00873614
2015-12-14,114.46405,110.519165,104.9124,114.9052,121.03,6.4591,1.0992,1.5142,1059.86,2140.41,391.63,18883.42,3520.668,2021.94,3139.24,5874.06,441.3,2.8921,0.97569907,3.675285,0.00706819
2015-12-15,113.17679,110.10501,104.96484,113.99798,121.68,6.4623,1.0931,1.5039,1061.22,2188.98,395.15,18565.9,3510.354,2043.41,3241.51,6017.79,462.4,2.8921,0.9946036,3.73,0.00657611
2015-12-16,113.223724,109.88791,104.91407,113.83513,122.21,6.4726,1.0912,1.5004,1072.33,2202.8,400.47,19049.91,3516.187,2073.07,3246.78,6061.19,454.0,2.8085108,0.9766396,3.7526484,0.00650184
2015-12-17,114.08269,110.460724,104.91492,114.519745,122.56,6.4837,1.0826,1.4901,1051.1,2227.0,397.93,19353.56,3579.999,2041.89,3306.47,6102.54,453.25,2.6000128,0.9307421,3.75,0.00650547
2015-12-18,114.347664,110.87049,105.225746,115.06575,121.16,6.4811,1.0868,1.4895,1066.25,2219.25,392.85,18986.8,3578.964,2005.55,3260.72,6052.42,460.0,2.5951793,0.92,3.7,0.0062
2015-12-21,114.415764,110.90693,105.164345,115.05628,121.19,6.4807,1.0915,1.4885,1078.4,2189.56,394.05,18916.02,3642.472,2021.15,3213.01,6034.84,431.0,2.4,0.8770858,3.5090196,0.00597
2015-12-22,113.80964,110.49044,105.16513,114.57936,121.07,6.4785,1.0957,1.4828,1072.42,2186.78,396.65,18886.7,3651.767,2038.97,3214.32,6083.1,434.8438,2.58,0.8959041,3.3,0.00603243
2015-12-23,113.19846,110.184044,105.16591,114.12772,120.92,6.4776,1.0912,1.4871,1070.5,2224.04,401.69,18839.623,3636.089,2064.29,3286.68,6240.98,445.79,2.46999,0.8407713,3.56,0.00588
2015-12-24,113.51181,110.32787,105.11494,114.328156,120.43,6.4764,1.0963,1.491,1076.1,2228.22,402.27,18789.69,3612.485,2060.99,3284.47,6254.64,453.0627,2.75,0.8500001,3.68,0.00588
2015-12-25,113.51775,110.33486,105.105385,114.33005,120.33,6.4759,1.096,1.4913,1073.5416,2228.22,402.13,18769.06,3627.914,2051.9993,3253.966,6271.5215,453.1501,3.0,0.9,3.5188,0.00669407
2015-12-28,113.5237,110.49854,105.20969,114.841354,120.4,6.4873,1.0968,1.488,1069.08,2219.31,401.31,18873.35,3533.779,2056.5,3256.49,6313.5713,424.7252,2.5098548,0.8126757,3.5,0.0065
2015-12-29,113.653,109.743484,105.21045,114.17786,120.46,6.4857,1.092,1.4817,1069.11,2248.89,404.58,18982.23,3563.736,2078.36,3314.28,6314.57,427.0,3.0,0.8512515,3.5,0.00611283
2015-12-30,112.86954,109.770035,105.21122,114.22389,120.52,6.49,1.0933,1.4816,1061.44,2238.55,402.19,19033.71,3572.876,2063.36,3287.98,6274.05,420.01,3.25,0.94,3.40042,0.0062
2015-12-31,113.09988,110.07852,105.21199,114.413506,120.22,6.4937,1.0862,1.4736,1061.1,2226.18,399.36,18910.229,3539.182,2043.94,3267.52,6242.32,430.57315,3.748999,0.91991365,3.563049,0.005999
2016-01-01,113.105934,110.08559,105.21276,114.415375,120.55,6.519283,1.0856,1.4746,1067.9003,2204.505,399.37,18633.83,3416.5972,2023.2054,3209.0344,6151.35,434.99,2.875,0.9194924,3.563049,0.005999
2016-01-04,113.91179,110.46381,105.24462,114.827255,119.44,6.5335,1.0831,1.4716,1074.61,2196.42,391.16,18450.98,3296.258,2012.66,3164.76,6093.43,436.0,3.476992,0.938,3.43523,0.00614945
2016-01-05,113.83506,110.39241,105.29722,114.91802,119.06,6.5159,1.0748,1.4675,1077.67,2215.43,391.14,18374.0,3287.71,2016.71,3178.01,6137.24,430.37677,3.0100026,0.9393823,3.57,0.00614945
2016-01-06,114.76319,111.12661,105.36023,115.43325,118.47,6.5559,1.0781,1.463,1093.67,2191.2,386.28,18191.32,3361.84,1990.26,3139.32,6073.38,427.50003,3.0100079,0.938,3.4552429,0.00610607
2016-01-07,114.52884,111.371124,105.44406,114.942665,117.67,6.5929,1.0932,1.4618,1108.97,2137.32,377.91,17767.34,3125.002,1943.09,3084.68,5954.08,450.1,3.45999,0.9665111,3.57,0.00590001
2016-01-08,115.11935,111.725914,105.60082,115.334984,117.26,6.5948,1.0922,1.4517,1104.15,2108.37,374.75,17697.96,3186.412,1922.03,3033.47,5912.44,455.0,3.4599879,1.01555,3.49,0.0058416
2016-01-11,114.89423,111.18545,105.60149,115.09055,117.76,6.5711,1.0859,1.4543,1094.19,2104.59,373.1,17333.34,3016.704,1923.67,3027.49,5871.83,448.44,2.68,1.0499899,3.6088026,0.00570092
2016-01-12,115.10935,111.76811,105.69597,115.047615,117.65,6.5729,1.0858,1.4448,1086.56,2117.03,373.98,17218.96,3022.861,1938.68,3064.66,5929.24,446.2,2.800001,1.1468132,3.571,0.00570092
2016-01-13,115.26195,112.31519,105.81145,115.30618,117.68,6.5754,1.0877,1.4407,1093.6,2121.95,370.51,17715.63,2949.597,1890.28,3073.02,5960.97,437.791,2.800001,1.09,3.442154,0.00568705
2016-01-14,115.50963,111.97036,105.59283,115.38621,118.06,6.59,1.0865,1.4413,1078.38,2085.68,371.24,17240.95,3007.649,1921.84,3024.0,5918.23,430.33752,3.6488888,1.152,3.4422002,0.00556176
2016-01-15,116.3307,112.60949,105.69772,115.88203,116.98,6.5849,1.0916,1.4258,1088.88,2034.33,364.47,17147.11,2900.97,1880.33,2952.48,5804.1,364.82077,3.5,1.2048479,3.0946891,0.00513406
2016-01-18,115.910126,112.61595,105.854996,115.81585,117.32,6.5788,1.0892,1.4243,1089.67,2016.8,362.68,16955.57,2913.837,1875.1915,2935.39,5779.92,384.5,4.75,1.4062895,3.0592632,0.00510953
2016-01-19,115.7459,112.42066,105.751076,115.670944,117.64,6.5786,1.0908,1.4158,1087.41,2028.86,364.61,17048.37,3007.739,1881.33,2980.49,5876.8,383.8889,4.1,1.36,3.1010501,0.005245
2016-01-20,116.75097,113.03321,105.7517,116.45152,116.94,6.5784,1.089,1.4192,1100.91,1974.44,357.32,16416.19,2976.694,1859.33,2882.59,5673.58,410.0,4.6000004,1.530001,3.0810711,0.00543297
2016-01-21,116.210464,112.725235,105.63753,116.7488,117.7,6.58,1.0874,1.4221,1101.2,2001.43,358.45,16017.26,2880.482,1868.99,2943.92,5773.79,410.0,5.0,1.5470966,3.1831641,0.00524116
2016-01-22,115.504654,112.39852,105.534,116.36277,118.78,6.5788,1.0796,1.4265,1097.95,2077.87,367.97,16958.53,2916.563,1906.9,3023.21,5900.01,380.97272,5.88,1.5109205,3.1082125,0.00520021
2016-01-25,115.83766,112.81861,105.6284,116.47772,118.3,6.5793,1.0849,1.4249,1107.9,2084.4,364.84,17110.91,2938.515,1877.08,3001.78,5877.0,394.58057,3.510201,2.4698,3.0231931,0.0051
2016-01-26,115.88545,112.93646,105.67077,116.80931,118.42,6.5826,1.087,1.435,1119.91,2085.77,367.63,16708.9,2749.785,1903.63,3032.84,5911.46,393.25,4.7,2.0290225,3.0,0.00565258
2016-01-27,115.78486,113.01387,105.73401,116.81055,118.68,6.578,1.0893,1.4234,1124.97,2062.28,367.05,17163.92,2735.558,1882.95,3043.47,5990.37,397.06,4.0200524,2.52,3.31,0.00651109
2016-01-28,116.12964,113.17263,105.61988,117.29256,118.82,6.5753,1.094,1.4362,1115.34,2054.94,367.64,17041.45,2655.661,1893.36,2979.42,5931.78,378.0,4.0239058,2.355,3.13,0.0057948
