,SP500,FTSE,EuroStoxx50,Russel2000,EuroStox_Small,FTSE_Small,MSCI_EM,CRB,Gold,US-2Y,US-5Y,US-10Y,US-30Y,French-2Y,French-5Y,French-10Y,French-30Y
1989-02-28,288.86,2002.4,852.86,154.564,115.97,1686.24,142.52,287.21,387.0,99.374,98.899,99.045,98.718,97.612,97.053,96.546,93.833
1989-03-01,287.11,2021.3,859.83,154.664,116.57,1696.35,142.08,286.0,384.05,99.374,98.584,98.41,97.99,97.703,97.017,96.441,93.833
1989-03-02,289.95,2039.7,860.68,155.501,117.04,1701.23,142.87,287.19,383.9,99.405,98.805,98.854,98.75,97.703,97.13,96.242,94.039
1989-03-03,291.18,2059.2,871.1,156.246,118.21,1714.22,145.32,288.09,386.4,99.437,98.836,98.854,98.623,97.749,97.319,96.574,93.782
1989-03-06,294.81,2072.8,879.28,157.139,118.54,1718.21,144.91,287.94,387.25,99.531,98.994,99.204,99.129,98.025,97.624,97.228,93.987
1989-03-07,293.87,2083.5,878.31,157.384,118.73,1727.61,145.12,286.67,390.75,99.468,98.899,99.108,99.003,98.025,97.587,97.152,94.244
1989-03-08,294.08,2083.3,872.83,157.767,118.38,1735.46,144.46,287.99,394.6,99.499,99.025,99.235,99.382,97.951,97.513,96.953,94.244
1989-03-09,293.93,2075.9,873.66,157.811,118.91,1736.62,146.16,287.51,391.5,99.436,98.931,99.235,99.287,97.988,97.515,97.2,94.244
1989-03-10,292.88,2085.1,870.96,157.763,118.63,1743.96,146.72,287.85,393.5,99.186,98.457,98.632,98.338,98.07,97.592,96.801,94.655
1989-03-13,295.32,2103.0,872.52,157.94,119.01,1748.32,146.04,287.96,392.5,99.154,98.363,98.473,98.275,97.914,97.26,96.612,93.525
1989-03-14,295.14,2125.7,876.31,157.69,119.27,1759.41,146.44,288.99,395.0,99.217,98.552,98.822,98.718,97.933,97.299,97.01,94.347
1989-03-15,296.67,2121.2,881.84,158.31,119.8,1760.59,147.94,289.18,392.9,99.217,98.615,98.822,98.686,98.006,97.301,97.608,95.066
1989-03-16,299.44,2112.6,882.9,159.316,119.99,1761.97,149.7,288.83,389.4,99.248,98.583,98.854,98.718,97.979,97.731,97.826,94.758
1989-03-17,292.69,2073.1,879.88,156.729,120.07,1745.79,150.21,289.09,394.3,98.903,97.889,97.774,96.978,97.997,97.733,96.962,95.374
1989-03-20,289.92,2053.6,853.38,155.3,116.77,1735.95,150.85,288.0,395.5,98.684,97.479,97.361,96.598,97.657,97.254,96.697,94.295
1989-03-21,291.33,2072.2,874.93,156.153,119.44,1742.12,149.93,288.08,392.75,98.684,97.542,97.551,96.978,97.767,97.292,97.076,94.295
1989-03-22,290.49,2048.6,874.77,155.952,119.61,1739.26,149.94,287.96,393.35,98.903,97.826,98.028,97.516,97.951,97.554,97.389,94.336
1989-03-23,288.98,2057.0,875.44,156.008,119.97,1740.69,150.18,287.48,394.9,98.903,97.826,98.091,97.642,97.978,97.666,97.484,94.346
1989-03-24,288.98,2057.0,875.9,156.01,120.1,1740.69,150.19,287.48,395.5,98.903,97.826,98.091,97.642,97.978,97.666,97.484,94.346
1989-03-27,290.57,2057.0,873.69,155.803,120.01,1740.69,151.22,287.14,395.5,98.84,97.794,98.06,97.611,97.978,97.666,97.484,94.346
1989-03-28,291.59,2070.5,875.62,156.604,120.32,1744.29,150.83,287.15,390.75,98.84,97.826,98.187,97.895,97.886,97.861,97.531,94.655
1989-03-29,292.35,2071.7,880.18,156.837,121.08,1742.37,151.06,286.65,382.95,98.934,98.078,98.695,98.591,97.932,97.863,97.475,94.737
1989-03-30,292.52,2049.4,882.0,156.761,121.06,1737.81,152.32,285.24,383.7,98.903,98.047,98.599,98.37,97.978,98.012,97.655,94.911
1989-03-31,294.87,2075.0,883.82,158.0,121.6,1739.92,155.99,285.12,383.2,99.122,98.394,99.076,99.002,98.024,98.014,97.702,94.768
1989-04-03,296.39,2079.6,891.11,158.39,122.43,1739.3,157.18,284.69,378.6,99.341,98.772,99.425,99.16,98.116,98.243,98.085,95.528
1989-04-04,295.31,2082.8,892.13,158.048,123.32,1740.81,158.7,284.67,386.65,99.527,99.214,99.838,99.761,98.208,98.487,98.106,95.723
1989-04-05,296.24,2078.2,893.29,158.588,123.53,1736.24,160.44,284.71,383.0,99.403,98.993,99.648,99.635,98.208,98.62,98.158,95.98
1989-04-06,295.29,2052.5,889.88,158.475,123.09,1730.25,159.92,284.15,384.35,99.309,98.867,99.425,99.445,98.198,98.62,98.168,95.836
1989-04-07,297.16,2045.7,891.2,159.336,123.84,1714.87,159.36,284.31,382.25,99.278,98.583,99.044,98.812,98.253,98.621,98.116,95.764
1989-04-10,297.11,2025.0,895.58,159.577,124.54,1705.86,161.38,283.94,381.5,99.278,98.52,98.949,98.781,98.207,98.551,97.888,95.271
1989-04-11,298.49,2031.2,899.74,160.402,125.13,1699.52,164.06,284.88,385.0,99.309,98.614,99.107,98.907,98.226,98.44,98.064,95.271
1989-04-12,298.99,2033.0,902.61,161.283,124.93,1703.24,165.84,285.01,387.25,99.309,98.583,99.044,98.812,98.18,98.441,98.064,95.353
1989-04-13,296.4,2028.7,902.29,160.591,125.1,1702.57,169.91,285.41,390.25,99.153,98.299,98.663,98.338,98.226,98.367,98.064,95.631
1989-04-14,301.36,2053.6,904.91,161.658,125.59,1705.75,172.69,286.24,386.2,99.558,99.119,99.616,99.54,98.161,98.667,98.686,96.298
1989-04-17,301.72,2054.6,909.4,161.509,126.14,1710.99,173.54,286.61,385.15,99.465,98.962,99.52,99.318,98.207,98.746,98.758,96.966
1989-04-18,306.02,2074.4,911.73,162.33,126.75,1717.15,172.69,286.58,383.95,99.808,99.687,100.41,100.52,98.171,98.897,99.462,97.46
1989-04-19,307.15,2087.0,911.97,162.575,126.81,1724.3,174.32,285.45,383.9,99.776,99.687,100.346,100.33,98.345,99.067,99.69,97.737
1989-04-20,306.19,2064.3,908.91,162.668,126.33,1718.56,175.64,284.87,384.0,99.527,99.088,99.647,99.718,98.62,99.274,99.98,97.943
1989-04-21,309.61,2061.0,908.9,163.376,127.18,1715.07,178.71,284.67,384.0,99.589,99.309,99.87,100.045,98.115,98.508,99.048,96.709
1989-04-24,308.69,2062.0,909.26,163.328,127.66,1717.71,180.89,284.01,383.55,99.558,99.277,99.838,100.045,98.115,98.643,99.12,96.915
1989-04-25,306.75,2071.2,904.67,163.352,127.43,1721.58,180.36,283.07,385.9,99.714,99.498,100.155,100.393,98.106,98.645,99.099,96.935
1989-04-26,306.93,2093.4,901.26,163.653,126.9,1727.96,183.17,283.56,383.85,99.745,99.561,100.187,100.298,98.115,98.645,98.882,96.863
1989-04-27,309.58,2115.7,901.96,164.382,126.95,1731.23,184.74,282.32,384.25,99.901,100.003,100.536,100.836,98.069,98.684,98.561,96.606
1989-04-28,309.64,2118.3,901.71,164.712,127.38,1737.26,184.24,282.6,377.55,99.901,100.034,100.632,100.646,98.253,99.113,99.275,97.634
1989-05-01,309.12,2118.0,900.64,164.338,127.22,1737.26,184.35,283.3,378.25,99.715,99.561,99.965,99.95,98.253,99.113,99.275,97.634
1989-05-02,308.12,2103.1,899.12,164.575,127.22,1739.07,186.21,284.09,377.45,99.901,99.939,100.377,100.425,98.299,98.883,99.11,97.172
1989-05-03,308.16,2105.5,897.81,164.853,127.04,1734.61,186.98,283.92,378.6,99.901,99.782,100.219,99.792,98.299,98.903,99.182,97.449
1989-05-04,307.77,2119.0,896.8,165.279,126.88,1740.86,184.07,283.11,378.25,99.932,99.939,100.409,99.95,98.299,98.903,99.182,97.449
1989-05-05,307.61,2132.7,904.73,165.838,127.51,1744.84,184.59,283.22,375.7,100.179,100.349,100.759,100.361,98.189,98.924,99.42,97.737
1989-05-08,306.0,2119.6,900.19,165.255,127.17,1747.57,187.0,283.36,378.25,100.055,100.129,100.504,99.982,98.189,98.924,99.42,97.737
1989-05-09,305.19,2125.1,898.8,165.376,127.14,1748.18,186.04,283.41,376.1,99.87,99.655,99.774,98.906,98.115,98.734,98.757,96.925
1989-05-10,305.8,2117.0,896.6,165.694,127.18,1745.36,184.6,284.18,377.2,99.823,99.592,99.647,98.78,98.023,98.697,98.623,96.432
1989-05-11,306.95,2110.6,893.82,166.08,126.9,1743.71,183.75,284.74,378.35,100.024,100.034,100.091,99.302,98.042,98.505,98.499,96.092
1989-05-12,313.84,2135.7,892.69,167.166,127.18,1747.42,181.11,284.97,377.3,100.551,101.138,101.934,101.595,97.886,98.775,98.954,96.555
1989-05-15,316.16,2149.9,891.69,167.355,126.92,1750.86,182.85,284.49,373.8,100.365,100.98,101.838,101.468,97.886,98.775,98.954,96.555
1989-05-16,315.28,2136.7,891.42,167.271,127.11,1749.66,183.79,283.58,374.5,100.396,101.012,101.934,101.785,97.931,98.625,98.799,96.349
1989-05-17,317.48,2155.8,890.49,168.273,126.66,1750.79,185.24,284.05,371.9,100.334,100.791,101.807,101.974,97.885,98.434,98.488,96.195
1989-05-18,317.97,2177.3,896.03,168.856,127.15,1752.77,185.1,283.43,370.0,100.272,100.886,102.061,102.291,97.748,98.435,98.623,96.195
1989-05-19,321.24,2204.7,898.16,169.669,127.0,1758.39,185.44,284.7,365.5,100.334,101.075,102.474,102.923,97.83,98.661,98.995,96.709
1989-05-22,321.98,2169.0,902.16,169.504,127.13,1751.52,182.33,283.03,359.75,100.519,101.548,103.331,104.157,97.702,98.515,98.861,96.565
1989-05-23,318.32,2151.0,904.47,169.029,128.0,1738.81,179.31,282.77,364.5,100.519,101.517,103.109,104.03,97.839,98.631,99.202,97.14
1989-05-24,319.14,2132.7,905.75,169.452,127.83,1727.67,180.92,281.89,361.5,100.458,101.485,103.014,103.872,97.748,98.592,99.161,97.089
1989-05-25,319.17,2136.8,913.38,170.091,129.1,1732.5,179.78,281.09,363.6,100.272,101.106,102.473,103.303,97.656,98.518,99.026,96.966
1989-05-26,321.59,2140.3,914.44,170.94,129.38,1739.35,179.76,281.34,365.8,100.334,101.296,102.823,103.935,97.573,98.519,98.902,96.966
1989-05-29,321.59,2140.3,920.33,171.01,129.27,1739.35,181.61,281.34,363.5,100.334,101.296,102.823,103.935,97.518,98.447,98.902,96.452
1989-05-30,319.05,2130.0,923.35,170.574,129.09,1738.35,182.23,279.67,361.2,100.395,101.422,102.918,103.84,97.518,98.447,98.519,96.37
1989-05-31,320.52,2114.4,923.42,171.516,129.37,1728.03,186.08,280.13,361.8,100.488,101.58,103.14,104.22,97.591,98.562,98.54,96.472
1989-06-01,321.97,2103.4,924.65,172.401,129.53,1724.29,187.73,279.96,361.4,100.488,101.549,103.14,104.156,97.643,98.64,98.788,96.555
1989-06-02,325.52,2102.6,926.05,173.439,129.43,1717.04,190.51,280.42,361.5,100.956,102.534,104.542,105.833,97.744,98.831,99.182,97.264
1989-06-05,322.03,2088.5,930.43,172.405,130.14,1712.69,188.76,279.56,365.2,101.112,102.872,104.729,106.054,97.931,99.216,99.503,97.428
1989-06-06,324.24,2107.4,929.08,172.228,129.74,1714.3,182.5,279.52,364.9,101.143,102.842,104.823,106.402,97.816,99.063,99.358,97.14
1989-06-07,326.95,2117.9,934.15,172.968,130.19,1721.15,179.69,278.43,374.2,101.237,103.242,105.602,107.477,97.842,99.141,99.637,97.562
1989-06-08,326.75,2143.2,939.58,173.137,131.05,1725.88,178.44,279.95,374.5,101.392,103.18,105.571,107.604,97.793,99.065,99.492,97.479
1989-06-09,326.69,2142.2,940.86,173.21,131.31,1727.02,177.8,279.4,368.25,101.424,103.58,106.318,109.406,97.753,99.066,99.409,97.531
1989-06-12,326.24,2138.3,944.7,173.27,131.17,1723.27,178.93,279.64,359.9,101.33,103.365,106.038,109.533,97.765,98.993,99.782,98.25
1989-06-13,323.91,2123.0,944.87,172.57,131.21,1712.36,171.48,279.63,358.7,101.112,102.903,105.384,108.489,97.766,98.994,99.875,98.455
1989-06-14,323.83,2133.6,947.36,172.284,131.44,1711.3,167.42,280.55,361.1,101.236,103.118,105.851,109.406,97.883,99.223,100.289,99.329
1989-06-15,320.08,2129.6,942.49,171.057,131.32,1710.49,167.2,280.06,361.5,101.08,102.687,105.072,107.698,97.883,99.033,100.393,99.134
1989-06-16,321.35,2143.9,942.76,171.399,131.7,1710.78,164.44,281.25,365.35,100.987,102.626,104.978,107.54,97.802,98.92,100.113,98.959
1989-06-19,321.89,2154.7,948.98,171.065,131.82,1712.68,164.07,282.81,364.4,100.924,102.472,104.667,107.129,97.774,98.809,99.989,98.753
1989-06-20,321.25,2164.8,958.23,170.462,132.3,1720.58,165.15,282.85,366.6,101.018,102.626,105.072,107.793,97.774,98.886,100.134,98.918
1989-06-21,320.48,2171.8,956.75,170.16,132.37,1723.39,165.59,282.88,365.9,100.862,102.349,104.604,107.066,97.775,98.887,100.082,98.856
1989-06-22,322.32,2179.8,958.9,170.514,132.98,1723.44,166.62,283.08,369.75,100.924,102.441,104.698,107.287,97.793,98.85,100.154,98.969
1989-06-23,328.0,2167.5,958.27,171.331,132.68,1721.57,165.03,283.08,370.0,101.236,103.056,105.633,108.868,97.762,98.813,100.03,98.866
1989-06-26,326.6,2179.5,962.7,170.985,132.65,1723.56,162.04,282.39,374.7,101.236,103.21,106.006,109.343,97.815,98.892,100.237,99.216
1989-06-27,328.44,2206.4,959.94,171.641,132.08,1723.71,161.19,281.86,376.25,101.423,103.641,106.63,110.323,97.816,98.893,100.289,99.277
1989-06-28,325.81,2209.5,966.26,170.719,132.54,1729.04,161.43,282.48,373.75,101.267,103.333,106.038,109.596,97.768,98.818,100.03,99.133
1989-06-29,319.68,2181.9,963.4,167.951,132.19,1725.06,163.78,281.75,376.3,101.454,103.703,106.038,110.007,97.705,98.631,99.719,98.558
1989-06-30,317.98,2151.0,953.51,167.371,131.18,1718.54,163.28,282.58,373.0,101.673,103.918,106.692,110.734,97.698,98.519,99.409,98.095
1989-07-03,319.23,2165.7,958.48,167.271,130.75,1718.15,158.06,281.51,374.5,101.735,104.041,106.661,110.355,97.646,98.56,99.491,98.249
1989-07-04,319.23,2174.4,963.44,167.6,130.77,1724.89,158.79,281.51,376.25,101.735,104.041,106.661,110.355,97.647,98.486,99.398,98.311
1989-07-05,320.64,2162.9,955.98,167.581,129.92,1728.76,161.18,282.71,383.6,101.798,104.133,106.505,109.596,97.69,98.563,99.554,98.373
1989-07-06,321.55,2161.2,956.83,168.836,130.16,1735.35,163.52,282.1,385.5,101.892,104.38,106.785,110.07,97.82,98.751,99.802,98.609
1989-07-07,324.91,2189.1,961.77,169.677,130.42,1740.84,167.77,281.86,383.55,102.049,104.626,107.128,110.703,97.853,98.941,99.988,98.701
1989-07-10,327.07,2195.2,965.66,170.059,130.89,1747.85,170.04,280.2,383.25,102.081,104.78,107.377,111.019,97.841,98.982,100.413,99.225
1989-07-11,328.78,2250.9,971.49,170.478,131.8,1755.37,169.32,279.29,378.75,102.175,104.903,107.502,110.861,97.906,99.095,100.496,99.39
1989-07-12,329.81,2256.7,971.05,171.246,132.01,1757.73,170.6,278.21,379.75,102.206,104.903,107.58,110.924,97.875,99.134,100.589,99.77
1989-07-13,329.95,2258.0,977.72,171.512,132.43,1757.83,165.24,279.44,375.75,102.143,104.78,107.159,110.544,97.98,99.248,100.661,99.688
1989-07-14,331.84,2273.7,981.2,171.713,132.16,1763.95,171.3,280.23,370.8,102.081,104.749,106.972,110.101,97.98,99.248,100.661,99.688
1989-07-17,332.44,2274.9,979.47,172.288,131.51,1766.98,171.1,280.15,370.6,101.924,104.441,106.66,109.659,97.858,99.101,100.547,99.462
1989-07-18,331.35,2273.1,981.3,172.095,131.52,1766.32,171.23,279.84,371.7,101.704,104.072,106.286,108.899,97.844,99.028,100.464,99.277
1989-07-19,335.73,2292.5,985.74,173.331,131.89,1774.0,172.13,280.99,370.7,101.923,104.503,106.723,109.5,97.909,99.179,100.671,99.647
1989-07-20,333.51,2291.9,991.39,173.069,132.24,1775.48,171.54,280.65,371.05,101.955,104.533,106.909,109.564,98.005,99.367,100.972,100.068
1989-07-21,335.9,2283.0,993.41,173.117,132.75,1769.45,170.32,280.68,372.4,101.861,104.564,106.785,109.342,98.022,99.444,100.858,99.986
1989-07-24,333.67,2259.0,983.6,172.152,132.63,1765.07,170.78,279.46,371.95,101.892,104.625,106.972,109.595,98.026,99.484,100.785,100.047
1989-07-25,333.88,2269.4,988.98,172.003,132.76,1764.91,172.34,279.49,371.25,102.017,104.872,107.159,109.785,98.027,99.447,100.899,100.047
1989-07-26,338.05,2264.7,994.46,172.586,133.38,1764.6,173.63,278.67,372.3,102.017,104.902,107.221,109.88,98.075,99.599,101.272,100.818
1989-07-27,341.99,2283.7,997.27,173.355,133.46,1768.61,174.5,279.06,374.15,102.206,105.364,107.875,110.828,98.21,99.788,101.417,101.332
1989-07-28,342.15,2306.0,996.93,173.27,133.95,1770.77,175.0,278.31,369.7,102.331,105.733,108.218,111.303,98.282,99.977,101.417,101.332
1989-07-31,346.08,2297.0,997.91,173.632,133.93,1775.59,173.49,277.22,368.3,102.394,105.918,108.592,112.188,98.505,100.32,101.966,102.215
1989-08-01,343.75,2292.3,1006.38,173.129,134.62,1775.39,173.07,277.31,369.0,102.457,106.041,108.903,113.106,98.506,100.479,102.162,102.822
1989-08-02,344.34,2307.8,1008.28,173.516,134.98,1777.66,171.57,278.12,369.75,102.394,105.949,109.059,113.232,98.459,100.519,102.255,102.719
1989-08-03,344.74,2306.3,1004.65,174.51,134.86,1779.01,172.14,277.56,369.25,102.236,105.425,108.623,112.41,98.459,100.519,102.224,102.637
1989-08-04,343.92,2327.5,1016.58,174.505,136.15,1782.9,172.63,277.92,370.5,101.635,104.348,107.22,110.196,98.319,100.203,102.048,102.503
1989-08-07,349.41,2341.5,1018.24,175.717,136.63,1782.28,172.95,276.94,366.1,101.572,104.286,107.189,110.196,98.276,100.007,101.862,102.133
1989-08-08,349.35,2348.3,1020.41,175.962,137.15,1786.52,173.17,277.25,365.9,101.572,104.317,107.189,110.259,98.338,100.204,102.204,102.565
1989-08-09,346.94,2360.4,1022.62,175.898,137.81,1785.93,172.58,276.73,364.6,101.54,104.102,106.597,109.405,98.308,100.204,102.183,102.524
1989-08-10,348.25,2347.3,1018.51,176.252,137.66,1784.14,174.41,277.14,365.85,101.635,104.471,107.002,109.974,98.309,100.282,102.307,102.462
1989-08-11,344.74,2354.2,1022.34,175.769,138.22,1780.8,175.54,276.83,361.9,101.35,103.794,106.348,109.278,98.403,100.281,102.721,103.068
1989-08-14,343.06,2325.9,1019.54,174.864,138.74,1763.15,175.29,276.4,363.3,100.97,103.055,105.226,107.633,98.403,100.281,102.721,103.068
1989-08-15,344.71,2326.2,1012.02,175.057,138.04,1764.31,174.51,276.64,366.1,101.16,103.455,105.756,108.582,98.403,100.281,102.721,103.068
1989-08-16,345.66,2345.8,1018.81,175.109,138.64,1767.65,175.37,275.25,367.6,101.318,103.701,106.161,109.025,98.254,100.322,102.079,102.411
1989-08-17,344.45,2360.0,1020.37,174.864,138.83,1771.26,176.74,274.95,364.9,101.192,103.393,105.818,108.456,98.316,100.322,102.162,102.339
1989-08-18,346.03,2375.1,1017.81,175.165,138.62,1770.88,177.51,274.72,366.25,101.034,103.363,105.725,108.55,98.194,100.166,101.437,100.92
1989-08-21,340.67,2374.7,1024.69,173.854,138.99,1767.81,178.45,274.49,365.9,101.065,103.147,105.475,108.424,98.194,100.166,101.582,100.838
1989-08-22,341.19,2370.9,1021.3,173.701,138.39,1763.43,178.03,274.3,366.4,100.875,102.747,104.883,107.57,98.194,100.166,101.095,100.355
1989-08-23,344.7,2382.4,1020.27,174.872,138.89,1760.39,178.61,276.23,366.2,100.97,103.055,105.382,108.424,98.194,100.166,101.168,100.581
1989-08-24,351.52,2393.1,1026.17,176.195,139.46,1762.6,178.88,276.16,362.2,101.002,103.085,105.538,108.614,97.973,99.739,101.499,101.105
1989-08-25,350.52,2397.4,1036.91,176.389,140.87,1764.24,178.34,276.19,360.45,101.002,103.024,105.351,108.329,98.081,99.934,101.644,101.383
1989-08-28,352.09,2397.4,1034.95,176.328,140.56,1764.24,177.45,276.88,359.75,100.78,102.778,104.945,107.665,98.071,99.741,101.478,101.311
1989-08-29,349.84,2380.8,1031.44,176.127,140.08,1762.41,177.43,276.38,359.8,100.812,102.747,105.008,108.044,97.966,99.586,101.24,101.044
1989-08-30,350.65,2381.3,1034.36,176.715,141.47,1760.16,176.71,277.62,366.4,100.907,103.024,105.257,108.329,98.058,99.781,101.499,101.475
1989-08-31,351.45,2387.9,1038.1,177.515,141.22,1761.86,177.0,278.02,359.8,100.843,102.839,105.07,108.044,98.089,99.82,101.613,101.578
1989-09-01,353.73,2407.5,1040.88,178.034,141.21,1766.89,178.15,277.23,359.4,100.939,103.284,105.638,108.963,98.089,99.82,101.509,101.3
1989-09-04,353.73,2419.2,1048.98,178.71,142.76,1773.34,179.72,277.23,358.85,100.939,103.284,105.638,108.963,97.974,99.783,101.633,101.691
1989-09-05,352.56,2426.0,1056.54,178.103,143.43,1774.44,178.62,276.43,358.55,100.875,103.157,105.588,108.895,97.941,99.59,101.406,101.424
1989-09-06,349.24,2390.8,1048.36,177.419,143.44,1774.98,179.72,275.61,360.2,100.907,103.188,105.705,109.151,97.909,99.514,101.271,101.177
1989-09-07,348.35,2415.9,1055.11,177.62,144.04,1777.1,180.56,276.27,359.2,100.907,103.093,105.521,109.031,97.959,99.591,101.426,101.156
1989-09-08,348.76,2424.0,1058.95,178.525,144.11,1781.87,182.95,276.04,359.6,101.066,103.299,105.888,109.474,97.986,99.592,101.509,101.228
1989-09-11,347.66,2400.6,1054.81,177.628,143.54,1782.98,184.28,275.41,358.35,101.194,103.585,105.955,109.644,97.912,99.479,101.478,101.023
1989-09-12,348.7,2397.6,1052.11,178.183,143.91,1779.14,186.09,274.48,358.6,101.226,103.569,105.922,109.304,97.847,99.288,101.115,100.766
1989-09-13,345.46,2401.5,1049.45,178.175,143.68,1778.17,185.99,273.35,358.5,101.289,103.569,105.621,108.793,97.815,99.179,100.629,99.8
1989-09-14,343.16,2382.1,1048.53,176.948,143.94,1774.52,186.27,274.79,361.5,101.417,103.791,105.955,109.031,97.667,98.947,100.463,99.481
1989-09-15,345.06,2366.5,1047.16,176.067,144.54,1767.94,185.76,275.78,355.75,101.449,103.855,106.289,109.576,97.619,98.871,100.691,99.481
1989-09-18,346.73,2373.8,1050.93,175.821,145.13,1768.92,186.65,274.43,359.7,101.321,103.823,106.189,109.406,97.619,98.874,100.422,99.276
1989-09-19,346.55,2361.5,1047.17,175.841,144.62,1767.16,187.19,273.82,360.65,101.321,103.76,106.222,109.338,97.657,98.762,100.598,99.574
1989-09-20,346.47,2369.8,1045.66,175.664,144.96,1769.77,188.99,274.54,362.75,101.13,103.347,105.654,108.452,97.658,98.838,100.68,99.615
1989-09-21,345.7,2380.9,1045.93,175.87,145.39,1767.83,189.63,274.96,362.8,101.066,103.188,105.487,108.214,97.643,98.726,100.473,99.327
1989-09-22,347.05,2370.2,1051.84,176.389,146.14,1767.54,189.59,274.4,364.9,101.034,103.093,105.387,108.112,97.661,98.878,100.359,99.296
1989-09-25,344.23,2359.6,1050.59,175.58,146.47,1764.28,191.1,274.51,367.35,100.875,102.68,104.652,106.988,97.551,98.579,99.842,98.556
1989-09-26,344.33,2336.1,1045.46,176.159,146.8,1752.17,191.81,274.07,368.0,100.875,102.87,104.886,107.499,97.455,98.579,99.614,98.196
1989-09-27,345.1,2331.2,1042.05,175.777,146.47,1745.47,193.86,274.07,369.0,100.811,102.648,104.752,107.397,97.342,98.224,99.614,98.196
1989-09-28,348.6,2291.7,1041.53,176.94,146.75,1739.26,196.75,274.01,366.5,100.715,102.457,104.652,107.363,97.352,98.226,99.51,98.135
1989-09-29,349.15,2299.3,1032.57,177.821,146.01,1727.47,198.98,274.59,366.5,100.747,102.521,104.819,107.601,97.209,98.003,98.785,97.22
1989-10-02,350.87,2289.2,1027.48,178.376,145.1,1716.83,201.28,275.36,366.5,100.716,102.552,104.919,107.873,97.103,97.451,98.537,96.583
1989-10-03,354.71,2318.6,1039.75,178.883,145.78,1721.63,197.18,275.65,365.5,100.937,102.965,105.387,108.486,97.184,97.897,99.096,97.58
1989-10-04,356.94,2312.1,1042.4,179.008,145.98,1722.16,200.54,275.59,366.0,100.874,102.87,105.37,108.486,97.123,97.787,98.941,97.426
1989-10-05,356.97,2281.6,1041.49,179.503,146.14,1700.87,203.64,275.36,366.2,101.032,103.283,105.988,109.44,96.998,97.493,98.609,97.426
1989-10-06,358.78,2277.5,1047.81,179.986,146.68,1684.46,209.11,276.06,363.0,101.032,103.283,105.988,109.44,97.063,97.864,99.396,97.837
